"PARTICIPANT_NAME","TRADE_NAME","RANGE","CERTIFICAT","MODEL_TYPE","SOFTWARE_NAME","SOFTWARE_VERSION","FACTORY_COUNTRY","FACTORY_CITY","MODEL_NAME","SeasonalCooling | Pdesignc","SeasonalCooling | SEER","SeasonalCooling | Effsc","Seasonal Efficiency in Cooling | Pdesignc","Seasonal Efficiency in Cooling | SEER","Seasonal Efficiency in Cooling | Qce","Seasonal Efficiency in Cooling | SEER Class","Heating Average Climate | Pdesignh","Heating Average Climate | SCOP","Heating Average Climate | SCOP Class","Heating Average Climate | Qhe","SeasonalHeating | Pdesignh","SeasonalHeating | SCOP","SeasonalHeating | Effsh","Acoustic | LwO env","Acoustic | LwI1 env","Acoustic | LwI1 duct","Acoustic | LwI2 env","Acoustic | LwO duct","Acoustic | LwI2 duct","Acoustic in heating | LwO env in heating","Acoustic in heating | LwI1 env in heating","Acoustic in heating | LwI2 env in heating","Acoustic in heating | LwO duct in heating","Acoustic in heating | LwI1 duct in heating","Acoustic in heating | LwI duct2 in heating","Standard Cooling/Cooling PL Cond A | Pc","Standard Cooling/Cooling PL Cond A | Pec","Standard Cooling/Cooling PL Cond A | EER","Standard Cooling/Cooling PL Cond A | Ph","Standard Cooling/Cooling PL Cond A | COP","Standard Cooling/Cooling PL Cond A | EER Class","Standard Cooling/Cooling PL Cond A | Peh","Standard Cooling/Cooling PL Cond A | COP Class","Standard Cooling/Cooling PL Cond A | EER Class","Cooling PL CondB | Pc @ 30°C ","Cooling PL CondB | PcB","Cooling PL CondB | EER @ 30°C ","Cooling PL CondB | EERB","Cooling PL CondC | Pc @ 25°C","Cooling PL CondC | PcC","Cooling PL CondC | EER @ 25°C","Cooling PL CondC | EERC","Cooling PL CondD | Pc @ 20°C ","Cooling PL CondD | PcD","Cooling PL CondD | EER @ 20°C ","Cooling PL CondD | EERD","Standard Heating | Ph","Standard Heating | Ph","Standard Heating | Peh","Standard Heating | Peh","Standard Heating | COP","Standard Heating | COP","Heating PL CondA | Ph @ -7°C","Heating PL CondA | PhA","Heating PL CondA | COP @ -7°C","Heating PL CondA | COPA","Heating PL CondB | Ph @ +2°C","Heating PL CondB | PhB","Heating PL CondB | COP @ 2°C","Heating PL CondB | COPB","Heating PL CondC | Ph @ +7°C","Heating PL CondC | PhC","Heating PL CondC | COP @ +7°C","Heating PL CondC | COPC","Heating PL CondD | Ph @ +12°C","Heating PL CondD | PhD","Heating PL CondD | COP @ +12°C","Heating PL CondD | COPD","Bivalent Point | Tbiv","Bivalent Point | COP @ Tbiv","Bivalent Point | Ph TBiv","TOL Runing Test | TOL","TOL Runing Test | Ph_E","TOL Runing Test | COP_E","Heating Colder Climate | SCOP","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | Qhe","Bivalent Point Colder Climate | Tbiv_c","Bivalent Point Colder Climate | Ph @ Tbiv°C_c","Bivalent Point Colder Climate | COP @ Tbiv_c ","Heating Warmer Climate | SCOP","Heating Warmer Climate | SCOP Class_warmer climate","Heating Warmer Climate | Qhe","Poffc | Poff","Psbc | Psb","Psbc | Psbc","Ptoc | Pto","Pck | Pck","Poffh | Poffh","Psbh | Psbh","Psbh | Psbh","Ptoh | Ptoh","Pckh | Pckh","Cooling | EER @ 30°C ","Cooling | Pc @ 30°C ","Cooling | EER @ 25°C","Cooling | Pc @ 25°C","Cooling | EER @ 20°C ","Cooling | Pc @ 20°C ","Cooling | Pdesignc","Cooling | SEER","Cooling | Qce","PLH Heating Average Climate | COP @ -7°C","PLH Heating Average Climate | Ph @ -7°C","PLH Heating Average Climate | COP @ 2°C","PLH Heating Average Climate | Ph @ +2°C","PLH Heating Average Climate | COP @ +7°C","PLH Heating Average Climate | Ph @ +7°C","PLH Heating Average Climate | COP @ +12°C","PLH Heating Average Climate | Ph @ +12°C","PLH Heating Average Climate | Pdesignh","PLH Heating Average Climate | Qhe","PLH Heating Average Climate | SCOP","Psb, Pto and Poff | Poff","Psb, Pto and Poff | Psb","Psb, Pto and Poff | Pto","LRcontmin Cooling | LRcontminc","LRcontmin Cooling | CcpLRcontminc","LRcontmin Heating | LRcontminh","LRcontmin Heating | CcpLRcontminh","General | Inverter","General | Capacity Control","General | Main Power Supply","General | Refrigerant","General | Refr. Line","General | Mounting","General | No. of IU","General | IU Range Names","General | Initial Refrigerant Charge","Eligible_CEE | Eligible_CEE"
"HONG KONG GREE ELECTRIC APPLIANCES SALES LIMITED","GREE","LOMO","20.05.002","AC1/A/S/R","","","","","GWH24QE-K6DNB4X","","","","6.60","6.30","367.00","A++","6.40","4.00","A+","2240.00","","","","70","65","","","","","","","","","","","6.60","1.89","3.50","","","","","","","4.70","","5.10","","3.12","","7.20","","2.50","","10.60","","","","","","","","5.66","","2.60","","3.45","","4.15","","2.21","","4.87","","1.90","","5.70","","-7","2.60","5.66","-10.00","5.40","2.00","","","","","","","","","","","5.00","5.00","","8.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","Wall mounted","","","",""
"HONG KONG GREE ELECTRIC APPLIANCES SALES LIMITED","GREE","LOMO","20.05.002","AC1/A/S/R","","","","","GWH24QE-K6DNB2X","","","","6.60","6.30","367.00","A++","6.40","4.00","A+","2240.00","","","","70","65","","","","","","","","","","","6.60","1.89","3.50","","","","","","","4.70","","5.10","","3.12","","7.20","","2.50","","10.60","","","","","","","","5.66","","2.60","","3.45","","4.15","","2.21","","4.87","","1.90","","5.70","","-7","2.60","5.66","-10.00","5.40","2.00","","","","","","","","","","","5.00","5.00","","8.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","Wall mounted","","","",""
"HONG KONG GREE ELECTRIC APPLIANCES SALES LIMITED","GREE","LOMO","20.05.002","AC1/A/S/R","","","","","GWH24QE-K6DNB6X","","","","6.60","6.30","367.00","A++","6.40","4.00","A+","2240.00","","","","70","65","","","","","","","","","","","6.60","1.89","3.50","","","","","","","4.70","","5.10","","3.12","","7.20","","2.50","","10.60","","","","","","","","5.66","","2.60","","3.45","","4.15","","2.21","","4.87","","1.90","","5.70","","-7","2.60","5.66","-10.00","5.40","2.00","","","","","","","","","","","5.00","5.00","","8.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","Wall mounted","","","",""
"HONG KONG GREE ELECTRIC APPLIANCES SALES LIMITED","GREE","LOMO","20.05.002","AC1/A/S/R","","","","","GWH24QE-K6DNC2X","","","","6.60","6.30","367.00","A++","6.40","4.00","A+","2240.00","","","","70","65","","","","","","","","","","","6.60","1.89","3.50","","","","","","","4.70","","5.10","","3.12","","7.20","","2.50","","10.60","","","","","","","","5.66","","2.60","","3.45","","4.15","","2.21","","4.87","","1.90","","5.70","","-7","2.60","5.66","-10.00","5.40","2.00","","","","","","","","","","","5.00","5.00","","8.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","Wall mounted","","","",""
"HONG KONG GREE ELECTRIC APPLIANCES SALES LIMITED","GREE","LOMO","20.05.002","AC1/A/S/R","","","","","GWH24QE-K6DNC4X","","","","6.60","6.30","367.00","A++","6.40","4.00","A+","2240.00","","","","70","65","","","","","","","","","","","6.60","1.89","3.50","","","","","","","4.70","","5.10","","3.12","","7.20","","2.50","","10.60","","","","","","","","5.66","","2.60","","3.45","","4.15","","2.21","","4.87","","1.90","","5.70","","-7","2.60","5.66","-10.00","5.40","2.00","","","","","","","","","","","5.00","5.00","","8.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","Wall mounted","","","",""
"HONG KONG GREE ELECTRIC APPLIANCES SALES LIMITED","GREE","LOMO","20.05.002","AC1/A/S/R","","","","","GWH24QE-K6DNC6X","","","","6.60","6.30","367.00","A++","6.40","4.00","A+","2240.00","","","","70","65","","","","","","","","","","","6.60","1.89","3.50","","","","","","","4.70","","5.10","","3.12","","7.20","","2.50","","10.60","","","","","","","","5.66","","2.60","","3.45","","4.15","","2.21","","4.87","","1.90","","5.70","","-7","2.60","5.66","-10.00","5.40","2.00","","","","","","","","","","","5.00","5.00","","8.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","Wall mounted","","","",""
"HONG KONG GREE ELECTRIC APPLIANCES SALES LIMITED","GREE","LOMO","20.05.002","AC1/A/S/R","","","","","GWH24QE-K6DND6X","","","","6.60","6.30","367.00","A++","6.40","4.00","A+","2240.00","","","","70","65","","","","","","","","","","","6.60","1.89","3.50","","","","","","","4.70","","5.10","","3.12","","7.20","","2.50","","10.60","","","","","","","","5.66","","2.60","","3.45","","4.15","","2.21","","4.87","","1.90","","5.70","","-7","2.60","5.66","-10.00","5.40","2.00","","","","","","","","","","","5.00","5.00","","8.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R32","5","Wall mounted","","","",""
"LG ELECTRONICS Inc.","LG","U24A","00.01.136","AC1/A/S/R","","","","","F09MT U24 / F09MT NSM","","","","2.50","9.40","93.00","A+++","3.70","5.10","A+++","1016.00","","","","65","60","","","","","","","","","","","2.50","0.49","5.10","","","","","","","1.85","","7.59","","1.23","","10.80","","1.10","","18.10","","","3.20","","0.59","","5.40","3.28","","3.04","","1.99","","5.19","","1.29","","6.55","","0.88","","7.90","","-10","2.48","3.70","-10.00","3.70","2.48","","","","","","","","","","","1.00","1.00","","13.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall mounted","","","","true"
"LG ELECTRONICS Inc.","LG","UA3","00.01.136","AC1/A/S/R","","","","","DC09RT UA3 / DC09RT NSJ","","","","2.50","7.00","125.00","A++","2.50","4.00","A+","875.00","","","","65","59","","","","","","","","","","","2.50","0.66","3.81","","","","","","","1.85","","6.37","","1.19","","8.18","","1.05","","12.10","","","3.30","","0.80","","4.13","2.25","","2.78","","1.35","","3.87","","0.88","","5.06","","1.00","","6.37","","-10","2.74","2.50","-10.00","2.50","2.74","","","","","","","","4.90","A++","371.00","3.00","3.00","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall mounted","","","","true"
"LG ELECTRONICS Inc.","LG","UA3","00.01.136","AC1/A/S/R","","","","","S09ET UA3 / S09ET NSJ","","","","2.50","7.00","125.00","A++","2.50","4.00","A+","875.00","","","","65","59","","","","","","","","","","","2.50","0.66","3.81","","","","","","","1.85","","6.37","","1.19","","8.18","","1.05","","12.10","","","3.30","","0.80","","4.13","2.25","","2.78","","1.35","","3.87","","0.88","","5.06","","1.00","","6.37","","-10","2.74","2.50","-10.00","2.50","2.74","","","","","","","","4.90","A++","371.00","3.00","3.00","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall mounted","","","","true"
"LG ELECTRONICS Inc.","LG","UL2","00.01.136","AC1/A/S/R","","","","","A09FT UL2 / A09FT NSF","","","","2.50","6.80","129.00","A++","2.70","4.00","A+","945.00","","","","65","60","","","","","","","","","","","2.50","0.66","3.80","","","","","","","1.85","","5.59","","1.28","","8.52","","1.04","","12.40","","","3.30","","0.83","","3.97","2.39","","2.80","","1.46","","4.15","","0.98","","4.50","","1.10","","6.00","","-10","2.45","2.70","-10.00","2.70","2.45","","","","","","","","4.60","A++","457.00","3.00","3.00","","20.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall mounted","","","","true"
"LG ELECTRONICS Inc.","LG","U24A","00.01.136","AC1/A/S/R","","","","","F12MT U24 / F12MT NSM","","","","3.50","9.10","135.00","A+++","3.80","5.10","A+++","1043.00","","","","65","60","","","","","","","","","","","3.50","0.83","4.20","","","","","","","2.58","","6.90","","1.66","","10.60","","1.10","","18.10","","","4.00","","0.78","","5.10","3.37","","3.04","","2.05","","5.19","","1.32","","6.55","","0.88","","7.90","","-10","2.48","3.80","-10.00","3.80","2.48","","","","","","","","","","","1.00","1.00","","13.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall mounted","","","","true"
"LG ELECTRONICS Inc.","LG","UA3","00.01.136","AC1/A/S/R","","","","","DC12RT UA3 / DC12RT NSJ","","","","3.50","6.60","186.00","A++","2.50","4.00","A+","875.00","","","","65","59","","","","","","","","","","","3.50","1.08","3.24","","","","","","","2.58","","5.00","","1.66","","8.30","","1.05","","11.50","","","4.00","","1.05","","3.81","2.25","","2.78","","1.35","","3.87","","0.88","","5.06","","1.00","","6.37","","-10","2.74","2.50","-10.00","2.50","2.74","","","","","","","","4.90","A++","371.00","3.00","3.00","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall mounted","","","","true"
"LG ELECTRONICS Inc.","LG","UA3","00.01.136","AC1/A/S/R","","","","","S12ET UA3 / S12ET NSJ","","","","3.50","6.60","186.00","A++","2.50","4.00","A+","875.00","","","","65","59","","","","","","","","","","","3.50","1.08","3.24","","","","","","","2.58","","5.00","","1.66","","8.30","","1.05","","11.50","","","4.00","","1.05","","3.81","2.25","","2.78","","1.35","","3.87","","0.88","","5.06","","1.00","","6.37","","-10","2.74","2.50","-10.00","2.50","2.74","","","","","","","","4.90","A++","371.00","3.00","3.00","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall mounted","","","","true"
"LG ELECTRONICS Inc.","LG","UA3","00.01.136","AC1/A/S/R","","","","","S12EW UA3 / S12EW NSJ","","","","3.50","6.60","186.00","A++","2.50","4.00","A+","875.00","","","","65","59","","","","","","","","","","","3.50","1.08","3.24","","","","","","","2.58","","5.00","","1.66","","8.30","","1.05","","11.50","","","4.00","","1.05","","3.81","2.25","","2.78","","1.35","","3.87","","0.88","","5.06","","1.00","","6.37","","-10","2.74","2.50","-10.00","2.50","2.74","","","","","","","","4.90","A++","386.00","3.00","3.00","","12.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall mounted","","","","true"
"LG ELECTRONICS Inc.","LG","UL2","00.01.136","AC1/A/S/R","","","","","A12FT UL2 / A12FT NSF","","","","3.50","6.60","186.00","A++","2.70","4.00","A+","945.00","","","","65","60","","","","","","","","","","","3.50","1.05","3.33","","","","","","","2.58","","5.13","","1.66","","7.94","","1.04","","12.40","","","4.00","","1.10","","3.65","2.39","","2.80","","1.46","","4.15","","0.98","","4.50","","1.10","","6.00","","-10","2.45","2.70","-10.00","2.70","2.45","","","","","","","","4.60","A++","457.00","3.00","3.00","","20.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall mounted","","","","true"
"LG ELECTRONICS Inc.","LG","UL2","00.01.136","AC1/A/S/R","","","","","S18ET UL2 / S18ET NSK","","","","5.00","7.00","250.00","A++","3.90","4.30","A+","1270.00","","","","65","60","","","","","","","","","","","5.00","1.56","3.20","","","","","","","3.69","","5.20","","2.37","","8.40","","1.41","","13.90","","","5.80","","1.61","","3.60","3.45","","2.83","","2.10","","4.23","","1.35","","5.50","","1.42","","6.90","","-10","2.40","3.90","-10.00","3.90","2.40","","","","","","","","5.30","A+++","555.00","3.00","3.00","","20.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall mounted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / CT18F NQ0","","","","5.00","6.40","273.00","A++","4.10","4.30","A+","1335.00","","","","63","57","","","","","","","","","","","5.00","1.57","3.19","","","","","","","3.68","","5.00","","2.37","","7.96","","1.50","","11.11","","","5.70","","1.52","","3.74","3.63","","2.84","","2.21","","4.24","","1.42","","5.50","","1.35","","6.83","","-7","2.84","3.63","-10.00","4.05","2.20","","","","","","","","","","","5.00","5.00","","20.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Cassette","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / CM18F N10","","","","5.00","6.40","273.00","A++","4.10","4.10","A+","1400.00","","","","63","","59","","","","","","","","","","5.00","1.33","3.75","","","","","","","3.68","","5.00","","2.37","","7.88","","1.80","","12.29","","","5.80","","1.76","","3.30","3.63","","2.76","","2.21","","4.38","","1.42","","4.58","","1.20","","5.70","","-7","2.76","3.63","-10.00","4.05","2.47","","","","","","","","","","","5.00","5.00","","53.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / CL18F N60","","","","5.00","6.10","287.00","A++","4.10","3.90","A","1472.00","","","","63","","56","","","","","","","","","","5.00","1.35","3.71","","","","","","","3.68","","4.85","","2.37","","7.40","","1.50","","9.90","","","5.80","","1.77","","3.28","3.63","","2.75","","2.21","","3.90","","1.42","","4.65","","1.28","","5.86","","-7","2.75","3.63","-10.00","4.05","2.40","","","","","","","","","","","5.00","5.00","","31.70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / UV18F N10","","","","5.00","6.60","265.00","A++","4.20","4.30","A+","1368.00","","","","63","55","","","","","","","","","","","5.00","1.33","3.75","","","","","","","3.68","","5.22","","2.37","","8.00","","1.70","","11.47","","","5.80","","1.76","","3.29","3.72","","2.70","","2.26","","4.30","","1.45","","5.50","","1.30","","6.88","","-7","2.70","3.72","-10.00","4.15","2.35","","","","","","","","","","","5.00","5.00","","25.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ceiling Suspended","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / UQ18F NA0","","","","5.00","5.80","302.00","A+","3.80","3.81","A","1396.00","","","","63","60","","","","","","","","","","","5.00","1.75","2.85","","","","","","","3.68","","4.40","","2.37","","7.20","","1.60","","10.33","","","4.90","","1.56","","3.14","3.36","","2.60","","2.05","","3.82","","1.32","","4.59","","1.35","","5.80","","-7","2.60","3.36","-10.00","3.75","2.40","","","","","","","","","","","5.00","5.00","","16.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Console","","","","false"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / UT18FH NB0","","","","5.00","7.60","230.00","A++","4.10","4.40","A+","1305.00","","","","63","52","","","","","","","","","","","5.00","1.25","4.00","","","","","","","3.68","","6.01","","2.37","","9.39","","1.90","","14.02","","","5.80","","1.47","","3.95","3.63","","2.95","","2.21","","4.28","","1.42","","5.70","","1.25","","6.87","","-7","2.95","3.63","-10.00","4.05","2.50","","","","","","","","","","","5.00","5.00","","21.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Cassette","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / UM18FH N10","","","","5.00","6.60","265.00","A++","4.40","4.20","A+","1467.00","","","","63","","60","","","","","","","","","","5.00","1.26","3.96","","","","","","","3.68","","5.45","","2.37","","7.98","","1.80","","11.57","","","5.80","","1.49","","3.89","3.89","","2.87","","2.37","","4.32","","1.52","","4.95","","1.35","","5.99","","-7","2.87","3.89","-10.00","4.35","2.55","","","","","","","","","","","5.00","5.00","","45.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / UV18FH N10","","","","5.00","7.60","230.00","A++","4.30","4.40","A+","1368.00","","","","63","55","","","","","","","","","","","5.00","1.28","3.90","","","","","","","3.68","","6.38","","2.37","","9.90","","1.50","","11.50","","","5.80","","1.56","","3.71","3.80","","2.80","","2.32","","4.45","","1.49","","5.45","","1.25","","6.86","","-7","2.80","3.80","-10.00","4.25","2.49","","","","","","","","","","","5.00","5.00","","23.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ceiling Suspended","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / UL18FH N30","","","","5.00","6.50","269.00","A++","4.10","4.10","A+","1400.00","","","","63","56","","","","","","","","","","","5.00","1.39","3.60","","","","","","","3.68","","5.40","","2.37","","7.80","","1.70","","11.48","","","5.80","","1.56","","3.71","3.63","","2.81","","2.21","","4.17","","1.42","","4.83","","1.25","","6.19","","-7","2.81","3.63","-10.00","4.05","2.50","","","","","","","","","","","5.00","5.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","U24A","00.01.136","AC1/A/S/R","","","","","S24ET U24 / S24ET NSK","","","","6.60","6.90","335.00","A++","5.00","4.30","A+","1628.00","","","","70","65","","","","","","","","","","","6.60","2.16","3.05","","","","","","","4.87","","4.93","","3.13","","7.73","","1.39","","14.90","","","7.50","","2.24","","3.35","4.43","","2.75","","2.70","","4.23","","1.77","","5.55","","1.70","","7.10","","-10","2.45","5.00","-10.00","5.00","2.45","","","","","","","","5.30","A+++","713.00","2.50","2.50","","18.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall mounted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / CT24F NB0","","","","6.80","7.00","340.00","A++","4.10","4.20","A+","1367.00","","","","65","53","","","","","","","","","","","6.80","2.00","3.40","","","","","","","5.01","","5.00","","3.22","","8.21","","1.90","","15.00","","","7.50","","2.21","","3.39","3.63","","2.70","","2.21","","4.23","","1.42","","5.25","","1.25","","6.53","","-7","2.70","3.63","-10.00","4.05","2.20","","","","","","","","","","","5.00","5.00","","21.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Cassette","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / CM24F N10","","","","6.80","5.80","410.00","A+","4.10","4.10","A+","1400.00","","","","65","","60","","","","","","","","","","6.80","2.34","2.91","","","","","","","5.01","","4.50","","3.22","","6.40","","1.68","","12.19","","","7.40","","2.17","","3.41","3.63","","2.94","","2.21","","4.08","","1.42","","4.90","","1.38","","6.36","","-7","2.94","3.63","-10.00","4.05","2.50","","","","","","","","","","","5.00","5.00","","50.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / CL24F N30","","","","6.80","6.00","397.00","A+","4.20","4.10","A+","1434.00","","","","65","","58","","","","","","","","","","6.80","2.12","3.21","","","","","","","5.01","","4.48","","3.22","","7.10","","1.70","","10.94","","","7.50","","2.41","","3.11","3.72","","2.70","","2.26","","4.20","","1.45","","4.90","","1.35","","6.34","","-7","2.70","3.72","-10.00","4.15","2.30","","","","","","","","","","","5.00","5.00","","40.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / UV24F N10","","","","6.80","6.60","361.00","A++","4.30","4.20","A+","1433.00","","","","65","61","","","","","","","","","","","6.80","2.06","3.30","","","","","","","5.01","","4.80","","3.22","","7.53","","1.90","","14.20","","","7.30","","2.23","","3.28","3.80","","2.69","","2.32","","4.30","","1.49","","5.10","","1.28","","6.41","","-7","2.69","3.80","-10.00","4.25","2.30","","","","","","","","","","","5.00","5.00","","25.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ceiling Suspended","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / UT30F NB0","","","","7.50","6.80","386.00","A++","4.10","4.20","A+","1367.00","","","","67","57","","","","","","","","","","","7.50","2.31","3.25","","","","","","","5.53","","4.80","","3.55","","7.90","","1.90","","14.84","","","7.90","","2.37","","3.34","3.63","","2.63","","2.21","","4.28","","1.42","","5.25","","1.25","","6.40","","-7","2.63","3.63","-10.00","4.05","2.30","","","","","","","","","","","5.00","5.00","","26.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Cassette","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / UM30F N10","","","","7.50","5.60","469.00","A+","4.30","3.90","A","1544.00","","","","67","","62","","","","","","","","","","7.50","2.57","2.92","","","","","","","5.53","","4.45","","3.55","","6.70","","1.60","","9.81","","","8.00","","2.25","","3.56","3.80","","2.70","","2.32","","4.10","","1.49","","4.51","","1.30","","5.31","","-7","2.70","3.80","-10.00","4.25","2.50","","","","","","","","","","","5.00","5.00","","95.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ducted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / UV30F N10","","","","7.50","6.60","398.00","A++","4.40","4.30","A+","1433.00","","","","67","62","","","","","","","","","","","7.50","2.42","3.10","","","","","","","5.53","","4.70","","3.55","","7.90","","2.00","","13.91","","","8.00","","2.48","","3.23","3.89","","2.90","","2.37","","4.33","","1.52","","5.25","","1.28","","6.39","","-7","2.90","3.89","-10.00","4.35","2.50","","","","","","","","","","","5.00","5.00","","34.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ceiling Suspended","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUB1 U20 / US30F NR0","","","","7.50","6.80","386.00","A++","4.30","4.10","A+","1468.00","","","","67","62","","","","","","","","","","","7.50","2.31","3.25","","","","","","","5.53","","4.96","","3.55","","7.65","","1.90","","14.99","","","7.70","","2.14","","3.60","3.80","","2.80","","2.32","","4.12","","1.49","","5.12","","0.95","","5.26","","-7","2.80","3.80","-10.00","4.25","2.40","","","","","","","","","","","5.00","5.00","","26.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Wall Mounted","","","","true"
"LG ELECTRONICS Inc.","LG","UU","00.01.136","AC1/A/S/R","","","","","UUD1 U30 / UM36F N20","","","","9.50","5.80","573.00","A+","9.50","3.90","A","3410.00","","","","66","","60","","","","","","","","","","9.50","2.50","3.80","","","","","","","7.00","","5.30","","4.50","","6.99","","3.80","","9.82","","","10.80","","2.77","","3.90","8.40","","2.78","","5.12","","3.92","","3.29","","4.68","","3.15","","5.63","","-7","2.78","8.40","-10.00","9.30","2.51","","","","","","","","","","","15.00","15.00","","120.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5m","Ducted","","","","true"
