"PARTICIPANT_NAME","TRADE_NAME","RANGE","CERTIFICAT","MODEL_TYPE","SOFTWARE_NAME","SOFTWARE_VERSION","FACTORY_COUNTRY","FACTORY_CITY","MODEL_NAME","SeasonalCooling | Pdesignc","SeasonalCooling | SEER","SeasonalCooling | Effsc","Seasonal Efficiency in Cooling | Pdesignc","Seasonal Efficiency in Cooling | SEER","Seasonal Efficiency in Cooling | Qce","Seasonal Efficiency in Cooling | SEER Class","Heating Average Climate | Pdesignh","Heating Average Climate | SCOP","Heating Average Climate | SCOP Class","Heating Average Climate | Qhe","SeasonalHeating | Pdesignh","SeasonalHeating | SCOP","SeasonalHeating | Effsh","Acoustic | LwO env","Acoustic | LwI1 env","Acoustic | LwI1 duct","Acoustic | LwI2 env","Acoustic | LwO duct","Acoustic | LwI2 duct","Acoustic in heating | LwO env in heating","Acoustic in heating | LwI1 env in heating","Acoustic in heating | LwI2 env in heating","Acoustic in heating | LwO duct in heating","Acoustic in heating | LwI1 duct in heating","Acoustic in heating | LwI duct2 in heating","Standard Cooling/Cooling PL Cond A | Pc","Standard Cooling/Cooling PL Cond A | Pec","Standard Cooling/Cooling PL Cond A | EER","Standard Cooling/Cooling PL Cond A | Ph","Standard Cooling/Cooling PL Cond A | COP","Standard Cooling/Cooling PL Cond A | EER Class","Standard Cooling/Cooling PL Cond A | Peh","Standard Cooling/Cooling PL Cond A | COP Class","Standard Cooling/Cooling PL Cond A | EER Class","Cooling PL CondB | Pc @ 30°C ","Cooling PL CondB | PcB","Cooling PL CondB | EER @ 30°C ","Cooling PL CondB | EERB","Cooling PL CondC | Pc @ 25°C","Cooling PL CondC | PcC","Cooling PL CondC | EER @ 25°C","Cooling PL CondC | EERC","Cooling PL CondD | Pc @ 20°C ","Cooling PL CondD | PcD","Cooling PL CondD | EER @ 20°C ","Cooling PL CondD | EERD","Standard Heating | Ph","Standard Heating | Ph","Standard Heating | Peh","Standard Heating | Peh","Standard Heating | COP","Standard Heating | COP","Heating PL CondA | Ph @ -7°C","Heating PL CondA | PhA","Heating PL CondA | COP @ -7°C","Heating PL CondA | COPA","Heating PL CondB | Ph @ +2°C","Heating PL CondB | PhB","Heating PL CondB | COP @ 2°C","Heating PL CondB | COPB","Heating PL CondC | Ph @ +7°C","Heating PL CondC | PhC","Heating PL CondC | COP @ +7°C","Heating PL CondC | COPC","Heating PL CondD | Ph @ +12°C","Heating PL CondD | PhD","Heating PL CondD | COP @ +12°C","Heating PL CondD | COPD","Bivalent Point | Tbiv","Bivalent Point | COP @ Tbiv","Bivalent Point | Ph TBiv","TOL Runing Test | TOL","TOL Runing Test | Ph_E","TOL Runing Test | COP_E","Heating Colder Climate | SCOP","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | Qhe","Bivalent Point Colder Climate | Tbiv_c","Bivalent Point Colder Climate | Ph @ Tbiv°C_c","Bivalent Point Colder Climate | COP @ Tbiv_c ","Heating Warmer Climate | SCOP","Heating Warmer Climate | SCOP Class_warmer climate","Heating Warmer Climate | Qhe","Poffc | Poff","Psbc | Psb","Psbc | Psbc","Ptoc | Pto","Pck | Pck","Poffh | Poffh","Psbh | Psbh","Psbh | Psbh","Ptoh | Ptoh","Pckh | Pckh","Cooling | EER @ 30°C ","Cooling | Pc @ 30°C ","Cooling | EER @ 25°C","Cooling | Pc @ 25°C","Cooling | EER @ 20°C ","Cooling | Pc @ 20°C ","Cooling | Pdesignc","Cooling | SEER","Cooling | Qce","PLH Heating Average Climate | COP @ -7°C","PLH Heating Average Climate | Ph @ -7°C","PLH Heating Average Climate | COP @ 2°C","PLH Heating Average Climate | Ph @ +2°C","PLH Heating Average Climate | COP @ +7°C","PLH Heating Average Climate | Ph @ +7°C","PLH Heating Average Climate | COP @ +12°C","PLH Heating Average Climate | Ph @ +12°C","PLH Heating Average Climate | Pdesignh","PLH Heating Average Climate | Qhe","PLH Heating Average Climate | SCOP","Psb, Pto and Poff | Poff","Psb, Pto and Poff | Psb","Psb, Pto and Poff | Pto","LRcontmin Cooling | LRcontminc","LRcontmin Cooling | CcpLRcontminc","LRcontmin Heating | LRcontminh","LRcontmin Heating | CcpLRcontminh","General | Inverter","General | Capacity Control","General | Main Power Supply","General | Refrigerant","General | Refr. Line","General | Mounting","General | No. of IU","General | IU Range Names","General | Initial Refrigerant Charge","Eligible_CEE | Eligible_CEE"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐2M14U2AVG-E/RAS-B13J2KVSG-E+RAS-B13J2KVSG-E","","","","4.00","6.73","208.00","A++","3.10","4.60","A++","943.00","","","","58","56","","56","","","","","","","","","4.00","0.92","4.35","","","","","","","2.95","","6.97","","2.80","","9.22","","2.91","","11.92","","","4.40","","0.89","","4.94","2.74","","3.63","","1.67","","4.61","","1.97","","5.98","","2.30","","7.50","","-7","3.63","2.74","-20.00","1.14","1.74","","","","","","","","","","","10.00","10.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐2M14U2AVG-E/RAS-B13J2KVSG-E+RAS-B10J2KVSG-E","","","","4.00","6.71","209.00","A++","3.10","4.58","A+","948.00","","","","58","56","","53","","","","","","","","","4.00","0.93","4.30","","","","","","","2.95","","6.97","","2.79","","9.19","","2.90","","11.88","","","4.40","","0.91","","4.84","2.74","","3.57","","1.67","","4.60","","1.96","","5.94","","2.29","","7.46","","-7","3.57","2.74","-20.00","1.14","1.70","","","","","","","","","","","10.00","10.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS-2M18U2AVG-E/RAS-B16J2KVSG-E+RAS-B10J2KVSG-E","","","","5.20","6.88","265.00","A++","3.20","4.59","A+","977.00","","","","62","57","","53","","","","","","","","","5.20","1.37","3.80","","","","","","","3.83","","6.01","","2.80","","9.49","","2.96","","12.31","","","5.60","","1.22","","4.59","2.83","","3.57","","1.72","","4.61","","2.03","","5.90","","2.35","","7.49","","-7","3.57","2.83","-20.00","1.18","1.79","","","","","","","","","","","11.00","13.50","","26.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS-2M18U2AVG-E/RAS-B16J2KVSG-E+RAS-B13J2KVSG-E","","","","5.20","6.90","264.00","A++","3.20","4.60","A++","974.00","","","","64","57","","56","","","","","","","","","5.20","1.34","3.88","","","","","","","3.83","","6.00","","2.80","","9.49","","2.97","","12.35","","","5.60","","1.19","","4.71","2.83","","3.63","","1.72","","4.61","","2.03","","5.90","","2.35","","7.49","","-7","3.16","2.83","-20.00","1.18","1.82","","","","","","","","","","","11.00","13.50","","26.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐3M18U2AVG-E/RAS-B13J2KVSG-E+RAS-B10J2KVSG-E","","","","5.20","6.53","279.00","A++","3.50","4.21","A+","1163.00","","","","64","56","","53","","","","","","","","","5.20","1.52","3.42","","","","","","","3.83","","5.57","","2.76","","9.10","","2.92","","11.81","","","6.80","","1.92","","3.54","3.10","","3.08","","1.88","","4.30","","2.00","","5.41","","2.32","","6.85","","-7","3.08","3.10","-20.00","1.29","1.54","","","","","","","","","","","10.00","10.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐3M18U2AVG-E/RAS-B16J2KVSG-E+RAS-B10J2KVSG-E","","","","5.20","6.72","271.00","A++","3.50","4.46","A+","1098.00","","","","64","57","","53","","","","","","","","","5.20","1.41","3.69","","","","","","","3.83","","5.84","","2.80","","9.23","","2.96","","11.96","","","6.80","","1.79","","3.80","3.10","","3.33","","1.88","","4.51","","2.02","","5.74","","2.34","","7.29","","-7","3.33","3.10","-20.00","1.29","1.67","","","","","","","","","","","11.00","11.00","","26.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐3M26U2AVG-E/RAS-B13J2KVSG-E+RAS-B10J2KVSG-E","","","","5.90","6.24","331.00","A++","4.70","4.31","A+","1526.00","","","","63","56","","53","","","","","","","","","5.90","1.70","3.47","","","","","","","4.35","","5.61","","2.47","","8.35","","2.57","","10.71","","","7.60","","2.30","","3.30","4.16","","2.32","","2.53","","4.70","","2.01","","5.76","","2.50","","6.71","","-7","2.32","4.16","-15.00","2.66","2.00","","","","","","","","","","","15.00","15.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐3M26U2AVG-E/RAS-B16J2KVSG-E+RAS-B10J2KVSG-E","","","","6.30","6.11","361.00","A++","4.70","4.31","A+","1526.00","","","","63","57","","53","","","","","","","","","6.30","2.00","3.15","","","","","","","4.64","","5.34","","2.60","","8.18","","2.61","","10.67","","","7.90","","2.45","","3.22","4.16","","2.32","","2.53","","4.70","","2.01","","5.76","","2.50","","6.71","","-7","2.32","4.16","-15.00","2.66","2.00","","","","","","","","","","","15.00","15.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐3M26U2AVG-E/RAS-B16J2KVSG-E+RAS-B13J2KVSG-E","","","","6.80","6.02","396.00","A+","4.70","4.31","A+","1526.00","","","","63","57","","56","","","","","","","","","6.80","2.20","3.09","","","","","","","5.01","","5.07","","2.81","","7.95","","2.61","","10.67","","","8.30","","2.50","","3.32","4.16","","2.32","","2.53","","4.70","","2.01","","5.76","","2.50","","6.71","","-7","2.32","4.16","-15.00","2.66","2.00","","","","","","","","","","","15.00","15.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐3M26U2AVG-E/RAS-B16J2KVSG-E+RAS-B16J2KVSG-E","","","","7.20","6.36","396.00","A++","4.70","4.31","A+","1526.00","","","","63","57","","57","","","","","","","","","7.20","2.30","3.13","","","","","","","5.31","","5.42","","2.97","","8.25","","2.70","","11.78","","","8.60","","2.55","","3.37","4.16","","2.32","","2.53","","4.70","","2.01","","5.76","","2.50","","6.71","","-7","2.32","4.16","-15.00","2.66","2.00","","","","","","","","","","","15.00","15.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐4M27U2AVG-E/RAS-B13J2KVSG-E+RAS-B10J2KVSG-E","","","","5.90","6.29","328.00","A++","4.70","4.30","A+","1530.00","","","","63","56","","53","","","","","","","","","5.90","1.70","3.47","","","","","","","4.35","","5.68","","2.85","","8.33","","3.01","","10.83","","","7.60","","2.32","","3.28","4.16","","2.33","","2.53","","4.67","","2.05","","5.77","","2.60","","6.74","","-7","2.33","4.16","-15.00","2.66","2.00","","","","","","","","","","","15.00","15.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐4M27U2AVG-E/RAS-B16J2KVSG-E+RAS-B10J2KVSG-E","","","","6.30","6.16","358.00","A++","4.70","4.30","A+","1530.00","","","","63","57","","53","","","","","","","","","6.30","2.00","3.15","","","","","","","4.64","","5.40","","3.00","","8.16","","3.05","","10.78","","","7.90","","2.48","","3.19","4.16","","2.33","","2.53","","4.67","","2.05","","5.77","","2.60","","6.74","","-7","2.33","4.16","-15.00","2.66","2.00","","","","","","","","","","","15.00","15.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐4M27U2AVG-E/RAS-B16J2KVSG-E+RAS-B13J2KVSG-E","","","","6.80","6.07","392.00","A+","4.70","4.30","A+","1530.00","","","","63","57","","56","","","","","","","","","6.80","2.20","3.09","","","","","","","5.01","","5.13","","3.24","","7.93","","3.05","","10.78","","","8.30","","2.70","","3.07","4.16","","2.33","","2.53","","4.67","","2.05","","5.77","","2.60","","6.74","","-7","2.33","4.16","-15.00","2.66","2.00","","","","","","","","","","","15.00","15.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐4M27U2AVG-E/RAS-B16J2KVSG-E+RAS-B16J2KVSG-E","","","","7.20","6.42","393.00","A++","4.70","4.30","A+","1530.00","","","","66","57","","57","","","","","","","","","7.20","2.30","3.13","","","","","","","5.31","","5.49","","3.43","","8.23","","3.17","","11.91","","","8.60","","2.86","","3.01","4.16","","2.33","","2.53","","4.67","","2.05","","5.77","","2.60","","6.74","","-7","2.33","4.16","-15.00","2.66","2.00","","","","","","","","","","","15.00","15.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐5M34U2AVG-E/RAS-B13J2KVSG-E+RAS-B10J2KVSG-E","","","","5.90","5.57","371.00","A","5.90","4.04","A+","2043.00","","","","67","56","","53","","","","","","","","","5.90","1.81","3.26","","","","","","","4.35","","5.76","","2.84","","6.62","","2.71","","9.03","","","7.60","","2.32","","3.28","5.22","","2.25","","3.18","","4.37","","2.31","","5.15","","2.82","","6.40","","-7","2.25","5.22","-15.00","3.34","2.00","","","","","","","","","","","16.00","16.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐5M34U2AVG-E/RAS-B16J2KVSG-E+RAS-B10J2KVSG-E","","","","6.30","5.55","397.00","A","5.90","4.04","A+","2043.00","","","","67","57","","53","","","","","","","","","6.30","2.04","3.09","","","","","","","4.64","","5.70","","3.04","","6.52","","2.75","","9.03","","","7.90","","2.48","","3.19","5.22","","2.25","","3.18","","4.37","","2.31","","5.15","","2.82","","6.40","","-7","2.25","5.22","-15.00","3.34","2.00","","","","","","","","","","","16.00","16.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐5M34U2AVG-E/RAS-B16J2KVSG-E+RAS-B13J2KVSG-E","","","","6.80","5.35","445.00","A","5.90","4.04","A+","2043.00","","","","67","57","","56","","","","","","","","","6.80","2.32","2.93","","","","","","","5.01","","5.15","","3.28","","6.25","","2.75","","9.03","","","8.30","","2.70","","3.07","5.22","","2.25","","3.18","","4.37","","2.31","","5.15","","2.82","","6.40","","-7","2.25","5.22","-15.00","3.34","2.00","","","","","","","","","","","16.00","16.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"TOSHIBA CARRIER EUROPE SAS","TOSHIBA","Multi","18.06.007","AC1/A/M/R","","","","","RAS‐5M34U2AVG-E/RAS-B16J2KVSG-E+RAS-B16J2KVSG-E","","","","7.20","5.57","452.00","A","5.90","4.04","A+","2043.00","","","","67","57","","57","","","","","","","","","7.20","2.55","2.82","","","","","","","5.31","","5.51","","3.47","","6.49","","2.85","","9.40","","","8.60","","2.86","","3.01","5.22","","2.25","","3.18","","4.37","","2.31","","5.15","","2.82","","6.40","","-7","2.25","5.22","-15.00","3.34","2.00","","","","","","","","","","","16.00","16.00","","38.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5.0 m x2","Wall mounted","","","","true"
"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS  Ltd","MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS","SCM","17.02.279","AC1/A/M/R","","","","","SCM40ZS-W/SRK20ZSX-W × 2","","","","4.00","9.10","154.00","A+++","4.10","4.70","A++","1222.00","","","","62","53","","53","","","","","","","","","4.00","0.78","5.15","","","","","","","2.95","","7.50","","2.25","","12.65","","2.30","","17.60","","","4.10","","1.58","","2.60","3.65","","3.20","","2.15","","4.60","","1.40","","5.90","","1.50","","7.85","","-10","2.60","4.10","-15.00","3.60","2.40","","","","","","","","","","","6.00","6.00","","20.00","","","","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5mx2","Wall mounted","","","",""
"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS  Ltd","MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS","SCM","17.02.279","AC1/A/M/R","","","","","SCM45ZS-W/SRK20ZSX-W/SRK25ZSX-W","","","","4.50","9.10","174.00","A+++","4.10","4.70","A++","1222.00","","","","63","55","","55","","","","","","","","","4.50","0.94","4.80","","","","","","","3.30","","7.05","","2.30","","12.70","","2.30","","17.10","","","4.10","","1.58","","2.60","3.65","","3.20","","2.15","","4.60","","1.40","","5.90","","1.50","","7.85","","-10","2.60","4.10","-15.00","3.60","2.40","","","","","","","","","","","6.00","6.00","","20.00","","","","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5mx2","Wall mounted","","","",""
"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS  Ltd","MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS","SCM","17.02.279","AC1/A/M/R","","","","","SCM50ZS-W/SRK25ZSX-W (x2)","","","","5.00","8.60","204.00","A+++","4.80","4.70","A++","1430.00","","","","62","55","","55","","","","","","","","","5.00","1.11","4.50","","","","","","","3.60","","6.90","","2.60","","12.00","","2.65","","14.30","","","4.80","","1.81","","2.65","4.10","","3.10","","2.65","","5.85","","1.65","","6.00","","1.95","","8.00","","-10","2.65","4.80","-15.00","4.35","2.40","","","","","","","","","","","6.00","6.00","","20.00","","","","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5mx2","Wall mounted","","","",""
"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS  Ltd","MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS","SCM","17.02.279","AC1/A/M/R","","","","","SCM60ZS-W/SRK25ZSX-W/SRK35ZSX-W","","","","6.00","8.20","256.00","A++","4.80","4.70","A++","1431.00","","","","63","58","","58","","","","","","","","","6.00","1.56","3.85","","","","","","","4.40","","6.20","","2.80","","11.30","","2.65","","14.60","","","4.80","","1.85","","2.60","4.10","","3.25","","2.60","","4.60","","1.65","","5.80","","1.95","","8.00","","-10","2.60","4.80","-15.00","4.35","2.40","","","","","","","","","","","6.00","6.00","","20.00","","","","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5mx2","Wall mounted","","","",""
"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS  Ltd","MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS","SCM","17.02.279","AC1/A/M/R","","","","","SCM71ZS-W/SRK20ZSX-W/SRK50ZSX-W","","","","7.10","7.20","346.00","A++","6.70","4.20","A+","2233.00","","","","65","59","","59","","","","","","","","","7.10","1.97","3.60","","","","","","","5.20","","5.40","","3.20","","9.30","","3.40","","13.80","","","6.70","","3.05","","2.20","6.00","","2.90","","3.60","","4.20","","2.30","","5.10","","2.50","","6.50","","-10","2.20","6.70","-15.00","6.20","2.00","","","","","","","","","","","8.00","8.00","","20.00","","","","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5mx2","Wall mounted","","","",""
"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS  Ltd","MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS","SCM","17.02.279","AC1/A/M/R","","","","","SCM80ZS-W/SRK35ZSX-W/SRK50ZSX-W","","","","8.00","7.10","395.00","A++","6.70","4.20","A+","2233.00","","","","66","59","","59","","","","","","","","","8.00","2.42","3.30","","","","","","","5.90","","5.20","","3.70","","9.35","","3.50","","13.60","","","6.70","","3.05","","2.20","6.00","","2.90","","3.60","","4.20","","2.30","","5.10","","2.50","","6.50","","-10","2.20","6.70","-15.00","6.30","2.00","","","","","","","","","","","8.00","8.00","","20.00","","","","","30.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5mx2","Wall mounted","","","",""
"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS  Ltd","MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS","VNA/VSA","17.02.279","AC1/A/M/R","","","","","FDC100VNA/ FDE50VH(x2)","","","","10.00","5.71","613.00","A+","8.50","4.10","A+","2905.00","","","","70","60","","60","","","","","","","","","10.00","3.12","3.21","","","","","","","7.37","","4.49","","4.74","","6.63","","3.30","","11.69","","","11.20","","2.99","","3.75","7.52","","3.01","","4.58","","3.84","","2.94","","5.29","","2.70","","6.48","","-10","2.62","8.50","-20.00","6.77","2.28","","","","","","","","","","","8.00","8.00","","30.00","8.00","","","","35.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5mx2","Ceiling suspended","","","",""
"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS  Ltd","MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS","VNA/VSA","17.02.279","AC1/A/M/R","","","","","FDC100VNA/FDT50VH (x2)","","","","10.00","6.89","508.00","A++","8.50","4.47","A+","2665.00","","","","70","54","","54","","","","","","","","","10.00","2.82","3.55","","","","","","","7.37","","5.02","","4.74","","9.27","","3.55","","13.57","","","11.20","","2.73","","4.11","7.52","","3.13","","4.58","","4.22","","2.94","","5.92","","2.77","","7.04","","-10","2.65","8.50","-20.00","6.77","2.37","","","","","","","","","","","8.00","8.00","","20.00","8.00","","","","36.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5mx2","Cassette","","","",""
"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS  Ltd","MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS","VNA/VSA","17.02.279","AC1/A/M/R","","","","","FDC100VNA/FDTC50VH (x2)","","","","10.00","6.00","584.00","A+","8.40","4.38","A+","2682.00","","","","70","59","","59","","","","","","","","","10.00","3.30","3.03","","","","","","","7.37","","5.08","","4.74","","7.52","","3.17","","10.06","","","11.20","","3.15","","3.56","7.43","","3.10","","4.52","","4.43","","2.91","","5.29","","2.60","","5.71","","-10","2.37","6.20","-20.00","8.40","2.80","","","","","","","","","","","8.00","8.00","","20.00","","","","","8.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5mx2","Cassette","","","",""
"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS  Ltd","MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS","VNA/VSA","17.02.279","AC1/A/M/R","","","","","FDC100VNA/FDUM50VH (x2)","","","","10.00","5.50","637.00","A","8.50","3.94","A","3024.00","","","","70","","60","","","60","","","","","","","10.00","3.25","3.08","","","","","","","7.37","","4.24","","4.74","","6.60","","3.30","","11.05","","","11.20","","3.21","","3.49","7.52","","2.93","","4.58","","3.74","","2.94","","4.93","","2.70","","6.18","","-10","2.47","8.50","-20.00","6.77","2.23","","","","","","","","","","","8.00","8.00","","45.00","8.00","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R410A","5mx2","Ducted","","","",""
"MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS  Ltd","MITSUBISHI HEAVY INDUSTRIES THERMAL SYSTEMS","VNA/VSA","17.02.279","AC1/A/M/R","","","","","FDC100VNA-W/FDE50VH(x2)","","","","10.00","6.16","569.00","A++","8.50","4.10","A+","2906.00","","","","69","62","","62","","","","","","","","","10.00","3.12","3.21","","","","","","","7.37","","5.20","","4.74","","7.40","","3.30","","12.40","","","11.20","","2.99","","3.75","7.40","","2.89","","4.50","","4.14","","2.90","","4.89","","2.87","","5.85","","-10","2.30","8.50","-20.00","6.30","2.25","","","","","","","","","","","15.00","15.00","","35.00","5.00","","","","55.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","230-1-50","R32","5mx2","Ceiling suspended","","","",""
